"   0"," 13300020001",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"   1"," 13300020002",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"   2"," 13300020003",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"   3"," 13300010001",run,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.png
"   4"," 13300020004",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"   5"," 13300020005",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"   6"," 13300010002",run,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.png
"   7"," 13300010003",run,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.png
"   8"," 13300010004",run,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.png
"   9"," 13300010005",run,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.png
"  10"," 13300010006",run,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650218/A/SteveAoki/run_-_Carly_Bernstein_jz17n7.png
"  11"," 13300020006",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"  12"," 13300020007",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
"  13"," 13300020008",character X,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.mp4,https://res.cloudinary.com/nifty-gateway/video/upload/v1614650252/A/SteveAoki/character_X_-_Carly_Bernstein_rgtnih.png
